Name,AdmArea,District,Address,PublicPhone,SeatsCount,Longitude_WGS84,Latitude_WGS84
ЯКИТОРИЯ,Центральный административный округ,Тверской район,"1-я Тверская-Ямская улица, дом 29, строение 1",(499) 250-53-85,40,37.5850355736635000,55.7760100720390000
ФИРМА АВИЗО,Северо-Восточный административный округ,район Марьина Роща,"2-я улица Марьиной Рощи, дом 22",(495) 688-65-31,55,37.6200778620000160,55.7996959430000170
Ресторан Баку-Сити,Северо-Восточный административный округ,Бутырский район,"улица Руставели, дом 14, строение 1",(495) 618-49-87,90,37.5952162957731000,55.8129912438543000
Ресторан АВТОГРАФ,Северо-Восточный административный округ,район Бибирево,"улица Лескова, дом 5",(499) 909-09-22,95,37.5954362379141000,55.8985949047987000
ДАЛИ,Северо-Восточный административный округ,район Марфино,"Ботаническая улица, дом 29, корпус 1",(495) 619-27-80,80,37.5931787672010000,55.8343727879612000
ЧЕРНЫЙ БЫК,Северо-Восточный административный округ,район Марьина Роща,"Шереметьевская улица, дом 20",(495) 775-62-32,130,37.6186957463634780,55.8033986251110080
ресторан ТЕРРАСА,Северо-Восточный административный округ,район Лианозово,"Угличская улица, дом 13, строение 3",(499) 909-30-11,60,37.5670316444446000,55.9028083387903000
АВРОРА,Северо-Восточный административный округ,Лосиноостровский район,"Стартовая улица, дом 12",(495) 474-70-59,350,37.6917409990000000,55.8886409999999000
КОРПОРАЦИЯ РОДИС,Северо-Восточный административный округ,район Марьина Роща,"улица Сущёвский Вал, дом 3/5А",(495) 988-90-49,98,37.5902390974642200,55.7930661892397520
Ресторан «ТАНУКИ»,Северо-Восточный административный округ,Алексеевский район,"проспект Мира, дом 120",(495) 687-35-45,125,37.6392549999999000,55.8119120000000000
ресторан «Брудер»,Северо-Восточный административный округ,Бутырский район,"Бутырская улица, дом 46, строение 1",(926) 214-18-91,86,37.5844445453709000,55.7994308120446000
Ресторан «ИЛЬ ПАТИО»,Северо-Восточный административный округ,Останкинский район,"улица Академика Королёва, дом 8А",(499) 785-95-33,136,37.6232346521433000,55.8222679814670000
РЕСТОРАН ЗЕЛЕНОЕ ЯБЛОКО,Северо-Восточный административный округ,район Отрадное,"улица Римского-Корсакова, дом 2А",(495) 585-38-92,210,37.5902187245823000,55.8691797688768000
РЕСТОРАН «ЛИОН»,Восточный административный округ,район Новогиреево,"Перовская улица, дом 61/2, строение 1",(495) 306-98-25,96,37.7962585912776000,55.7455071929779000
АКБАШ,Северо-Восточный административный округ,район Южное Медведково,"Полярная улица, дом 21",(499) 477-50-17,230,37.6346447692938000,55.8791398090263000
Бир н ролл,Северо-Восточный административный округ,район Ростокино,"проспект Мира, дом 196, строение 1",(499) 181-80-00,60,37.6604000841400000,55.8373711584824000
РЕСТОРАН БЕСТУЖЕВЪ,Северо-Восточный административный округ,район Отрадное,"улица Бестужевых, дом 7, строение 1",(926) 693-08-32,130,37.5989394460831000,55.8702442435924000
РЕСТОРАН «ВОСТОЧНЫЙ КВАРТАЛ»,Восточный административный округ,район Восточное Измайлово,"Измайловский бульвар, дом 69",(495) 468-62-25,80,37.8174855934199000,55.7974225742680000
РОЗА ВЕТРОВ,Северо-Восточный административный округ,район Северный,"Дмитровское шоссе, дом 171",(495) 937-06-70,252,37.5361701475210000,55.9436588085105000
МАКДОНАЛДС,Восточный административный округ,район Новогиреево,"Свободный проспект, дом 35Б",(495) 603-38-91,79,37.8172952766975710,55.7502219445303450
АНТИК,Северо-Восточный административный округ,район Северное Медведково,"Чермянский проезд, дом 5, строение 7",(499) 476-68-32,70,37.6335972289999750,55.8880302650000000
Ресторан «Сандык»,Восточный административный округ,район Северное Измайлово,"Щёлковское шоссе, дом 68",(495) 468-15-16,98,37.8070303426800000,55.8101456933785000
Ресторан «Ли-Лу»,Восточный административный округ,район Северное Измайлово,"Сиреневый бульвар, дом 25А",(499) 748-20-84,99,37.7954324709021000,55.8032118074913000
Ресторан «Якитория»,Восточный административный округ,район Северное Измайлово,"Щёлковское шоссе, дом 68",(495) 468-15-16,98,37.8069874273360000,55.8101456933785000
Ресторан «Солнце»,Восточный административный округ,район Соколиная Гора,"шоссе Энтузиастов, дом 31М",(495) 222-20-02,70,37.7551242338250000,55.7602877108125000
«ДА ПИНА»,Восточный административный округ,район Перово,"Перовская улица, дом 32, строение 1",(495) 306-78-39,90,37.7762814985342000,55.7452414788368000
Ресторан «РУБИН»,Восточный административный округ,район Северное Измайлово,"Сиреневый бульвар, дом 13",(499) 164-49-45,82,37.7843066679080000,55.8030429670419000
ДЯДЯ КОЛЯ,Восточный административный округ,район Перово,"Перовская улица, дом 35А",(495) 368-66-61,48,37.7752708552254000,55.7465150822492000
Старый город,Восточный административный округ,район Соколиная Гора,"улица Измайловский Вал, дом 3",(495) 365-09-75,60,37.7204915510246000,55.7799984241320000
Ресторан «Ли-Лу»,Восточный административный округ,район Северное Измайлово,"Сиреневый бульвар, дом 25А",(499) 748-20-84,98,37.7956148611136000,55.8032118074912000
Ресторан «Ахилес»,Восточный административный округ,район Северное Измайлово,"Сиреневый бульвар, дом 23А",(499) 748-23-58,48,37.7936192976070000,55.8031635674374000
ЯКИТОРИЯ,Центральный административный округ,Тверской район,"Новослободская улица, дом 20",(499) 973-22-48,160,37.5987538973221000,55.7821661188491000
Китайский ресторан Мама Тао,Центральный административный округ,район Замоскворечье,"Пятницкая улица, дом 26",(495) 953-42-49,96,37.6282849711594590,55.7409392127741160
АРТЕКС,Центральный административный округ,Тверской район,"4-й Лесной переулок, дом 4",(499) 484-22-65,220,37.5881909011677000,55.7800669137272000
ПРИНТ ВЕНЕЦИЯ,Центральный административный округ,Тверской район,"Страстной бульвар, дом 4, строение 3",(495) 974-42-09,45,37.6082613617629000,55.7650975971443000
Восточная сказка,Западный административный округ,Можайский район,"Беловежская улица, дом 15, корпус 2",(965) 130-84-84,95,37.3972191775714860,55.7143952020451750
МИ ПЬЯЧЕ,Центральный административный округ,Тверской район,"улица Чаянова, дом 22, строение 4",(499) 250-64-58,30,37.6114973056587000,55.7730084758417000
Чайхана «ИЗЮМ»,Восточный административный округ,район Преображенское,"Преображенская площадь, дом 8",(963) 993-08-08,200,37.7128054153274160,55.7947986349286250
То Да Сё,Центральный административный округ,Тверской район,"Цветной бульвар, дом 7, строение 1",(495) 650-70-06,30,37.6208037980069000,55.7692235819041000
ресторан при гостинице «Белград»,Центральный административный округ,район Арбат,"Смоленская улица, дом 8",(495) 332-04-17,50,37.5803083913337870,55.7462731865935410
Кавказкий дворик,Восточный административный округ,район Соколиная Гора,"Мироновская улица, дом 33",(499) 369-05-97,300,37.7323361860345000,55.7897113057854000
КОНВЭНТ,Восточный административный округ,район Сокольники,"проезд Сокольнического Круга, дом 11",(499) 269-38-33,400,37.6784988866865000,55.7933816619072000
Ресторан ВИНОГРАДНИК,Юго-Восточный административный округ,район Лефортово,"проезд Завода Серп и Молот, дом 5, строение 2",(495) 956-88-00,360,37.7085120000000000,55.7511410000000000
Ресторан Империя Востока,Юго-Восточный административный округ,район Лефортово,"Красноказарменная улица, дом 12, строение 1",(495) 361-99-47,90,37.6994020000000000,55.7567490000000000
ТАЕЖНЫЙ,Юго-Восточный административный округ,район Лефортово,"Красноказарменная улица, дом 16",(495) 918-12-74,95,37.7108820000000000,55.7531870000000000
Биффиш,Юго-Восточный административный округ,район Выхино-Жулебино,"Жулебинский бульвар, дом 18/8",(495) 705-62-75,85,37.8537520000000000,55.6959860000000000
Ресторан «Каравелла»,Юго-Восточный административный округ,район Кузьминки,"улица Юных Ленинцев, дом 87, строение 1",(495) 172-26-29,96,37.7740350000000000,55.6994000000000000
Ресторан «Хоум бар»,Юго-Восточный административный округ,район Кузьминки,"Волжский бульвар, квартал 114А, корпус 1",(499) 178-25-70,247,37.7475770000000000,55.7069840000000000
АЛИК,Восточный административный округ,район Сокольники,"улица Стромынка, дом 22",(499) 268-62-04,98,37.7033568069954800,55.7943409681352800
Пятница Паб,Юго-Восточный административный округ,район Кузьминки,"Волгоградский проспект, дом 111",(925) 897-76-17,98,37.7596390000000000,55.7067410000000000
ФИРМА ФИАЛКА,Восточный административный округ,район Сокольники,"Песочная аллея, дом 5",(499) 268-79-82,88,37.6702054964137000,55.7939817940590000
РЕСТОРАН ТИФАНИ,Юго-Восточный административный округ,Нижегородский район,"Нижегородская улица, дом 58, корпус 3",(495) 678-82-41,40,37.7058300000000000,55.7343360000000000
ГРАФ ОРЛОВ,Южный административный округ,Донской район,"2-й Верхний Михайловский проезд, дом 1",(495) 954-07-40,90,37.6059868148666180,55.7091506059074890
Золотой Оазис,Юго-Восточный административный округ,район Люблино,"Ставропольская улица, дом 38/2",(495) 359-70-38,250,37.7603769999999000,55.6810960000000000
ОРХИДЕЯ,Юго-Восточный административный округ,район Люблино,"Белореченская улица, дом 13, корпус 1",(495) 359-47-47,200,37.7664798035654000,55.6732162954223000
РЕСТОРАН «ДЕВИЧЬЯ БАШНЯ»,Южный административный округ,район Бирюлёво Западное,"Востряковский проезд, дом 23, корпус 2",(495) 384-92-41,170,37.6568079784912000,55.5755725150001000
Фиданочка,Юго-Восточный административный округ,район Текстильщики,"улица Юных Ленинцев, дом 7",(495) 919-92-04,70,37.7407958732666000,55.6999228483962000
РЕСТОРАН «ОДОН»,Юго-Восточный административный округ,Нижегородский район,"Рязанский проспект, дом 2, строение 1",(925) 500-79-67,60,37.7284056623186290,55.7258526801763100
АННА МОНС,Юго-Восточный административный округ,район Лефортово,"Красноказарменная улица, дом 3",(495) 261-07-36,140,37.6890930000000000,55.7610820000000000
ВИКТОРИЯ,Юго-Восточный административный округ,Рязанский район,"Рязанский проспект, дом 22",(499) 171-97-39,120,37.7717150000000000,55.7216480000000000
МАКДОНАЛДС «ТУЛЬСКАЯ»,Южный административный округ,Даниловский район,"Большая Тульская улица, дом 2",(495) 958-43-14,80,37.6207706130408540,55.7091565202005940
СУЛТАН,Южный административный округ,Донской район,"улица Орджоникидзе, дом 3",(495) 958-29-21,24,37.5722096789471610,55.5137192020944500
Ресторан «Усадьба»,Южный административный округ,район Орехово-Борисово Северное,"Дольская улица, дом 10, строение 1",(495) 343-15-10,70,37.6832960775296900,55.6183041343443850
КАЛЬВАДОС,Южный административный округ,Донской район,"Ленинский проспект, дом 28",(495) 954-31-63,50,37.5886104006365900,55.7134931894363990
Ресторан «Шахин Шах»,Южный административный округ,район Орехово-Борисово Северное,"улица Маршала Захарова, дом 6, корпус 1",(495) 780-00-06,675,37.7047892819491540,55.6236942110376300
Ресторан КИЛИКИЯ,Южный административный округ,район Нагатинский Затон,"проспект Андропова, дом 25А, строение 2",(499) 612-68-88,80,37.6648787162436000,55.6775818747497000
Усадьба Принца,Южный административный округ,район Нагатино-Садовники,"Каширское шоссе, дом 16, корпус 1",(499) 613-08-77,350,37.6332446561875000,55.6614363001742000
Ресторан «КАМЕЛОТ-98»,Южный административный округ,Нагорный район,"Балаклавский проспект, дом 2, корпус 6",(495) 316-86-89,75,37.6180524702594990,55.6423721566665680
Ильпатио,Южный административный округ,Донской район,"улица Вавилова, дом 3",(495) 644-38-57,60,37.5921642275059470,55.7069345700284020
ПИВНУШКА,Южный административный округ,Донской район,"Ленинский проспект, дом 28",(495) 952-55-67,80,37.5886104006365900,55.7134931894363990
Примьера,Южный административный округ,Донской район,"улица Орджоникидзе, дом 11, строение 17",(495) 675-89-96,50,37.5913982989122960,55.7082618590028740
СОЛЯРИС ЛАЙТ,Центральный административный округ,район Хамовники,"улица Лужники, дом 24, строение 10",(499) 788-16-98,24,37.5494045516605300,55.7213667164949980
МОНПАНСЬЕ,Центральный административный округ,район Хамовники,"Зубовская площадь, дом 3, строение 3",(495) 658-28-58,32,37.5854839505360940,55.7376712618292980
Семь красавиц,Южный административный округ,район Орехово-Борисово Южное,"Тамбовская улица, дом 4",(495) 399-19-09,95,37.7447912967505000,55.6049157855190000
ЗОЛОТОЕ ВРЕМЯ,Южный административный округ,район Царицыно,"Севанская улица, дом 15, корпус 1, строение 2",(499) 725-81-74,80,37.6532453884548990,55.6233844015718400
Ресторан «ЮЖНАЯ НОЧЬ»,Южный административный округ,район Чертаново Северное,"Кировоградская улица, владение 9, корпус 2А",(495) 781-29-69,110,37.6100171024728000,55.6234143436663000
МРАВ,Южный административный округ,район Орехово-Борисово Южное,"Домодедовская улица, дом 15",(495) 391-89-45,96,37.7101596818995000,55.6086207632466000
Ресторан «Бакинский бульвар»,Южный административный округ,район Чертаново Северное,"Балаклавский проспект, владение 11А",(495) 940-93-98,120,37.5936468780000230,55.6413276600000090
ФРЕСКО,Центральный административный округ,район Хамовники,"1-я Фрунзенская улица, дом 8",(499) 242-05-62,70,37.5849685932217000,55.7279126110363000
Черноморская Ривьера,Юго-Западный административный округ,Академический район,"проспект 60-летия Октября, дом 8А",(495) 651-26-62,160,37.5779911504818000,55.7005213968765000
КАФЕ ГУРИЯ,Центральный административный округ,район Хамовники,"Комсомольский проспект, дом 7, строение 1",(499) 246-03-78,50,37.5921827442179930,55.7309805381174290
Фирма «АТМ»,Юго-Западный административный округ,Академический район,"проспект 60-летия Октября, дом 20",(499) 124-04-77,80,37.5737363898707000,55.6888319637155000
ЧИККО-КЛУБ,Юго-Западный административный округ,район Зюзино,"Одесская улица, дом 13А",(495) 310-56-37,93,37.5980755315843000,55.6594118730114000
АТРИУМ,Юго-Западный административный округ,Гагаринский район,"Ленинский проспект, дом 44",(499) 137-30-08,32,37.5684183465021000,55.7018605403261000
КОРСТОН,Юго-Западный административный округ,Гагаринский район,"улица Косыгина, дом 15",(495) 939-82-22,98,37.5640651212761000,55.7056056663106000
СЕСАР,Юго-Западный административный округ,Академический район,"проспект 60-летия Октября, дом 23",(499) 126-68-34,90,37.5763020686431000,55.6917931687802000
ТАВРИЯ,Юго-Западный административный округ,район Зюзино,"Большая Юшуньская улица, дом 1А, корпус 6",(495) 318-25-40,145,37.5951143728323000,55.6502476854354000
Хмельновъ,Юго-Западный административный округ,район Зюзино,"улица Каховка, дом 19, корпус 1",(495) 789-11-11,90,37.5786026941363000,55.6534741599366000
СТАРАЯ ЕВРОПА,Юго-Западный административный округ,Академический район,"улица Кржижановского, дом 24/35, корпус 3",(499) 124-86-44,60,37.5780555234960000,55.6768475630977000
Андиамо,Юго-Западный административный округ,Гагаринский район,"улица Строителей, дом 4, строение 3",(495) 930-23-37,70,37.5358697401111000,55.6869822869974000
Планета суши,Юго-Западный административный округ,Гагаринский район,"Ленинский проспект, дом 68/10",(495) 930-00-60,88,37.5443436873953000,55.6891186818615000
ТОЛК ОФ ЗЕ ТАУН,Юго-Западный административный округ,Обручевский район,"Ленинский проспект, дом 113/1",(495) 956-59-99,120,37.4979018371229240,55.6557174550464990
У ТАТЬЯНЫ,Юго-Западный административный округ,Обручевский район,"улица Обручева, дом 16, корпус 1",(495) 935-90-90,40,37.5142407074667330,55.6589010029486320
ГК БЕРЛИН,Юго-Западный административный округ,район Зюзино,"Малая Юшуньская улица, дом 1, корпус 2",(495) 319-89-90,120,37.5931188093211000,55.6537041798609000
ГУРМАН,Юго-Западный административный округ,Обручевский район,"улица Архитектора Власова, дом 33",(499) 128-37-20,64,37.5466503151091120,55.6694862057578060
РУССКОЕ ПОДВОРЬЕ,Юго-Западный административный округ,район Зюзино,"Симферопольский бульвар, дом 16, корпус 1",(499) 319-13-67,98,37.6046952234330000,55.6519668906799000
Вилладжио,Юго-Западный административный округ,Обручевский район,"улица Воронцовские Пруды, дом 11",(495) 936-31-11,80,37.5290529716311380,55.6639151627503850
Чайхона «Гости»,Зеленоградский административный округ,район Матушкино,"город Зеленоград, корпус 405А",(495) 923-37-07,98,37.2096380220470000,55.9994020792476000
Глобал Реал Эстейт,Юго-Западный административный округ,район Коньково,"улица Обручева, дом 30/1, строение 1",(495) 775-83-56,140,37.5273880152121460,55.6563074472387950
РЕСТОРАН «ЖЕСТОКИЙ РОМАН»,Юго-Западный административный округ,Обручевский район,"Ленинский проспект, дом 105",(495) 735-99-72,88,37.5133280822946350,55.6652479238278200
ИнРест,Юго-Западный административный округ,район Коньково,"улица Бутлерова, дом 22",(495) 334-16-85,50,37.5348335574904440,55.6491433589836500
РОСИНТЕР РЕСТОРАНТС,Юго-Западный административный округ,район Северное Бутово,"бульвар Дмитрия Донского, дом 11",(495) 711-23-11,62,37.5762191274804710,55.5667397895562230
Нептун,Юго-Западный административный округ,район Черёмушки,"Профсоюзная улица, дом 27, корпус 1",(499) 128-58-71,90,37.5595053087516000,55.6738680576856000
МАКДОНАЛДС,Юго-Западный административный округ,район Черёмушки,"Профсоюзная улица, дом 61А",(495) 727-34-05,60,37.5413155425817000,55.6559533740869000
ИЛЬ ПАТИО,Юго-Западный административный округ,район Северное Бутово,"бульвар Дмитрия Донского, дом 11",(499) 501-37-31,45,37.5762191274804710,55.5667397895562230
ЯКИТОРИЯ,Юго-Западный административный округ,район Северное Бутово,"бульвар Дмитрия Донского, дом 11",(495) 721-76-04,80,37.5762191274804710,55.5667397895562230
Фаст Фуд Ресторантс групп Ростикс «калужский»,Юго-Западный административный округ,район Черёмушки,"Профсоюзная улица, дом 61А",(495) 727-43-08,30,37.5429810766136070,55.6554933751938140
ПЛАНЕТА СУШИ,Юго-Западный административный округ,район Северное Бутово,"бульвар Дмитрия Донского, дом 11",(499) 501-38-88,90,37.5762191274804710,55.5667397895562230
РЕСТОРАН НА ПОКЛОННОЙ,Западный административный округ,район Дорогомилово,"улица Братьев Фонченко, дом 11",(499) 449-82-03,100,37.5098272072275000,55.7285067864226000
КОЛОБОК,Юго-Западный административный округ,район Черёмушки,"Профсоюзная улица, дом 27, корпус 1",(495) 128-87-75,95,37.5595375524590000,55.6738922416321000
ПИВНАЯ ТРАПЕЗА,Юго-Западный административный округ,район Северное Бутово,"улица Грина, дом 3, корпус 1",(495) 136-89-34,176,37.5775538231397660,55.5645584103292410
РЕСТОРАН ВЕРАНДА,Западный административный округ,район Дорогомилово,"Кутузовский проспект, дом 2/1, строение 1",(495) 221-55-55,200,37.5660789036351000,55.7512337976054000
БАКИНСКИЙ БУЛЬВАР,Западный административный округ,район Дорогомилово,"улица Неверовского, дом 15",(499) 148-88-05,350,37.5131956374155000,55.7380847541053000
РЕСТОРАН БАНКЕТНОГО ОБСЛУЖИВАНИЯ,Западный административный округ,район Дорогомилово,"Кутузовский проспект, дом 2/1, строение 1",(495) 221-55-55,200,37.5657461135931000,55.7517770412482000
РУССКИЙ,Западный административный округ,район Дорогомилово,"площадь Европы, дом 2",(495) 941-80-97,25,37.5666289077566800,55.7416661180880480
ТАТЛЕР КЛАБ,Западный административный округ,район Дорогомилово,"Кутузовский проспект, дом 2/1, строение 1",(495) 254-23-34,200,37.5656260578916000,55.7519056476043000
БАКУ,Западный административный округ,район Дорогомилово,"Кутузовский проспект, дом 24",(499) 243-94-94,49,37.5459508731168000,55.7445923427260000
ПРОБКА,Западный административный округ,район Дорогомилово,"Украинский бульвар, дом 15",(499) 243-33-36,190,37.5671859133740000,55.7460571560767000
ПИНОККИО,Западный административный округ,район Дорогомилово,"Кутузовский проспект, дом 4/2",(499) 243-56-88,100,37.5623375556983000,55.7496059697563000
ПЕШИ,Западный административный округ,район Дорогомилово,"Кутузовский проспект, дом 10",(499) 243-33-12,50,37.5584599330776000,55.7485241885425000
КЕБАББЕРИЯ,Западный административный округ,район Дорогомилово,"Кутузовский проспект, дом 17",(499) 243-54-57,303,37.5564362731688000,55.7472183484686000
КАКТУС,Западный административный округ,район Дорогомилово,"Кутузовский проспект, дом 41",(499) 249-99-55,32,37.5319149367550440,55.7384941224032810
ЗОЛОТОЙ,Западный административный округ,район Дорогомилово,"Кутузовский проспект, дом 5/3",(499) 243-42-24,50,37.5681979712109000,55.7502323761498000
Ресторан «Евразия»,Северо-Западный административный округ,район Строгино,"Строгинский бульвар, дом 1",(495) 781-52-38,110,37.3952907109408000,55.8060016422252000
РИВЬЕРА,Западный административный округ,район Дорогомилово,"Большая Дорогомиловская улица, дом 4",(495) 243-21-62,60,37.5703672345996000,55.7459463420253000
ТАВЕРНА ВЕРТЕЛ,Зеленоградский административный округ,район Крюково,"город Зеленоград, корпус 1456",(499) 733-62-30,81,37.1601160000000020,55.9845650000000030
ресторан «Аллегро»,Центральный административный округ,район Замоскворечье,"Космодамианская набережная, дом 52, строение 8",(495) 730-43-50,46,37.6466258573553250,55.7332093975105350
Гладиатор,Центральный административный округ,Басманный район,"Верхняя Сыромятническая улица, дом 9, строение 2",(495) 917-40-73,124,37.6623305307457000,55.7544437964108000
ресторан «Дайкон»,Центральный административный округ,район Замоскворечье,"Пятницкая улица, дом 36",(495) 951-04-74,50,37.6279874324700150,55.7389703611824460
ресторан «Грильяжъ»,Центральный административный округ,район Замоскворечье,"Пятницкая улица, дом 1/2, строение 1",(495) 953-93-33,88,37.6268490692322150,55.7457409002143220
ресторан «Река времени»,Центральный административный округ,район Замоскворечье,"Садовническая набережная, дом 77, строение 1",(495) 739-45-74,60,37.6414422834567550,55.7352789026324800
ресторан «Шеш-Беш»,Центральный административный округ,район Замоскворечье,"Пятницкая улица, дом 24",(495) 959-58-60,150,37.6282734189420860,55.7412772118612380
ресторан «Асадор»,Центральный административный округ,район Замоскворечье,"улица Большая Ордынка, дом 45, строение 3",(495) 776-63-45,70,37.6246151799262800,55.7349279694838130
ресторан«Петр Великий»,Центральный административный округ,район Замоскворечье,"1-й Щипковский переулок, дом 3",(499) 235-65-26,200,37.6303794600242300,55.7222226307818290
рестран быстрого питания «ГРАБЛИ»,Центральный административный округ,район Замоскворечье,"Пятницкая улица, дом 27, строение 1",(495) 951-14-02,192,37.6288764004697000,55.7413235865520060
"Ресторан «Il Patio, Планета суши»",Центральный административный округ,Красносельский район,"Верхняя Красносельская улица, дом 3А",(495) 969-25-85,160,37.6654657551224900,55.7855164559100700
ресторан «ЭльГаучо»,Центральный административный округ,район Замоскворечье,"улица Зацепский Вал, дом 6/13, строение 1",(495) 953-02-71,100,37.6394509354417860,55.7328411083989290
РЕСТОРАН МОМО,Центральный административный округ,район Замоскворечье,"Пятницкая улица, дом 66, строение 2",(495) 953-93-64,85,37.6268148547702000,55.7324853111587000
РЕСТОРАН «ВИЛЛА РОЗА»,Центральный административный округ,район Замоскворечье,"Пятницкая улица, дом 52, строение 1",(495) 953-02-25,80,37.6274493423452230,55.7346325311975260
ПРАГА,Центральный административный округ,район Арбат,"улица Арбат, дом 2/1",(495) 690-51-52,300,37.5995202815549590,55.7524142679632600
ООО КЛУБ БАЛИКОТИ Р-Н МИ ПЬЯНЕ,Центральный административный округ,район Замоскворечье,"улица Большая Ордынка, дом 13/9, строение 1",(495) 951-52-50,50,37.6251560337394300,55.7437653604968090
Ресторан «Золотой лотос»,Центральный административный округ,Пресненский район,"1-й Красногвардейский проезд, дом 12, строение 1",(499) 205-36-90,100,37.5417371910148000,55.7528133867526000
Ресторан «А.Ч.Т.»,Восточный административный округ,район Косино-Ухтомский,"Большая Косинская улица, дом 24",(495) 700-43-27,40,37.8570425874982210,55.7149699386776900
Ресторан «Субботица»,Центральный административный округ,Пресненский район,"Садовая-Кудринская улица, дом 8-10-12, строение 1",(495) 691-08-10,50,37.5865152107307000,55.7609306086694000
Ресторан «Сим-Сити»,Юго-Восточный административный округ,район Марьино,"Братиславская улица, дом 20",(495) 347-99-91,60,37.7608748899529000,55.6562948372581000
МАКДОНАЛДС,Центральный административный округ,район Арбат,"улица Арбат, дом 52, строение 1",(495) 241-13-48,480,37.5842588074836070,55.7474235442388490
Ресторан «Роберто»,Центральный административный округ,Мещанский район,"Рождественский бульвар, дом 10/7, строение 1",(495) 921-38-39,74,37.6259820419153000,55.7662514986799000
Ресторан «Клуб кино»,Центральный административный округ,Мещанский район,"Олимпийский проспект, дом 16, строение 1",(495) 974-25-33,100,37.6254340635368000,55.7817239948818000
САРЕНГЕТИ,Восточный административный округ,район Сокольники,"улица Жебрунова, дом 4",(499) 266-13-97,62,37.6788100229332000,55.7850301197718000
РЕСПУБЛИКАНСКАЯ ИННОВАЦИОННАЯ КОМПАНИЯ «ТЕХНОИНВЕ»,Центральный административный округ,Пресненский район,"Тишинская площадь, дом 1, строение 1",(495) 156-57-07,98,37.5832911141761000,55.7691484060827000
СКАЗОЧНЫЙ ДАСТАРХАН,Центральный административный округ,район Арбат,"улица Новый Арбат, дом 13",(495) 291-45-49,40,37.5937239426719710,55.7521983686281430
Ресторан «Фьюжн Плаза»,Центральный административный округ,Пресненский район,"Краснопресненская набережная, дом 10, строение 4",(499) 258-13-63,99,37.5659963117674000,55.7552045197927000
Ресторан «Марри Иванна»,Центральный административный округ,Пресненский район,"Спиридоньевский переулок, дом 10А",(495) 650-65-00,98,37.5957011530177000,55.7626899490802000
Ресторан «Ресторатор»,Центральный административный округ,Пресненский район,"Краснопресненская набережная, дом 16, строение 1",(903) 725-56-71,98,37.5439485536624000,55.7481883889606000
Ресторан «Добрыня»,Центральный административный округ,Пресненский район,"Большая Декабрьская улица, дом 3, строение 1",(499) 784-76-65,200,37.5584753976894000,55.7653642024571000
Ресторан «ЧЕТЫРЕ МОРЯ»,Центральный административный округ,Пресненский район,"Дружинниковская улица, дом 15",(499) 255-90-54,40,37.5748368716799000,55.7598530696369000
Ресторан «Интерио Стиль»,Центральный административный округ,Пресненский район,"Тверской бульвар, дом 18, строение 1",(499) 629-11-21,88,37.6020773874351000,55.7606705588568000
Ресторан «ДИВАН»,Центральный административный округ,Пресненский район,"Средний Тишинский переулок, дом 28",(495) 777-37-17,98,37.5748548999666000,55.7705755696187000
Ресторан «Пицца Экспресс»,Центральный административный округ,Пресненский район,"Большая Садовая улица, дом 6, строение 2",(495) 926-47-08,40,37.5918036638983000,55.7661890665450000
Ресторан «ШВАРЦВАЛЬТ»,Центральный административный округ,Пресненский район,"Тишинская площадь, дом 1, строение 4",(499) 601-90-70,50,37.5828516515343000,55.7696167558395000
Ресторан «Яппи»,Центральный административный округ,Пресненский район,"Пресненская набережная, дом 8, строение 1",(495) 787-00-30,50,37.5394317136833000,55.7469323561259000
Ресторан «ВЫСОТКА»,Центральный административный округ,Пресненский район,"Кудринская площадь, дом 1",(495) 205-09-03,55,37.5802968700936000,55.7592453583374000
Ресторан «Винный Экспресс»,Центральный административный округ,Пресненский район,"2-я Звенигородская улица, дом 13, строение 1",(495) 256-44-49,186,37.5546371940259000,55.7627255665312000
Ресторан «Ла Торре»,Центральный административный округ,Пресненский район,"Тестовская улица, дом 10",(495) 988-47-72,98,37.5326941681982000,55.7517779594217000
Ресторан «МОЛЛИ ГВИННЗ»,Центральный административный округ,Пресненский район,"улица Красная Пресня, дом 1, строение 5",(499) 241-96-35,88,37.5765212999414000,55.7604507000045000
Ресторан «РЕМИ»,Центральный административный округ,Пресненский район,"Большой Патриарший переулок, дом 12, строение 1",(495) 694-57-69,48,37.5933707995994000,55.7632626116213000
Ресторан «ВИСТЭК»,Центральный административный округ,Пресненский район,"Рочдельская улица, дом 15, строение 56",(499) 580-96-70,45,37.5605246053765000,55.7549267977380000
Ресторан «РИО-РИО»,Центральный административный округ,Пресненский район,"Краснопресненская набережная, дом 16, строение 1",(499) 255-81-44,80,37.5439905761231000,55.7482608511617000
Ресторан «ДОН ПЕДРО»,Центральный административный округ,Пресненский район,"Спиридоньевский переулок, дом 9, строение 1",(495) 202-84-11,80,37.5995067729176000,55.7646403735457000
Ресторан «МАКАРОНИ»,Центральный административный округ,Пресненский район,"Большая Грузинская улица, дом 62",(495) 130-23-22,35,37.5856827983451000,55.7726016731414000
Ресторан «ТЕРРАНЕО»,Центральный административный округ,Пресненский район,"Вознесенский переулок, дом 7",(495) 981-33-02,110,37.6041699021330000,55.7580118275970000
Ресторан «Ичибан Боши»,Центральный административный округ,Пресненский район,"улица Красная Пресня, дом 22",(499) 637-66-48,110,37.5705936180185000,55.7620352816416000
